artist,featured_text,img_url,data_caption,clean_title,LB_web_artist_url,code,path_to_original_image
neo-muyanga,"Neo Muyanga presented a newly commissioned project A Maze in Grace (2021) as a video installation at the Lush Building. Muyanga’s composition is inspired by the song “Amazing Grace” – a hymn which is loaded with history. Composed by English slaver-turned-abolitionist John Newton, the song was reinterpreted as an emblem of the Civil Rights Movement and is still performed today at moments of public ceremony and collective mourning in the US and across the world.Though more widely associated with African American emancipation than with slavery, Muyanga’s reinterpretation of “Amazing Grace” connects the origins of the song to its murkier history, and to Liverpool’s – John Newton lived in the city and sailed on slave ships from Liverpool’s port. The sonic video installation was a performance by Khayelitsha-based mezzo soprano, Tina Mene, and the popular São Paolo protest theatre troupe, Legítima Defesa. Legítima Defesa is a multidisciplinary troupe named for Malcolm X’s famed statement that framed strategies of resistance mounted by African Americans against a racist state as ‘legitimate defence.’The video, partially recorded during a performance for the 34th Bienal de São Paulo, was co-commissioned with Fundação Bienal São Paulo, another layer of history is referenced – as ships sailed from Liverpool to West Africa, taking captured slaves to Brazil. The work details some of the history of the trans-Atlantic slave trade and the reimagining of this hymn at this time in history presents an opportunity for introspection.The project also incorporates a new 12” vinyl record, A Grace Project, produced in collaboration with SAVVY Contemporary which will be available from the Liverpool Biennial online shop, and via SAVVY Contemporary network. This can be pre-purchased, here.Co-commissioned by Liverpool Biennial and Fundação Bienal de São Paulo.Our full exhibition programme is now closed, but visitors can still enjoy art in person at FACT and Bluecoat until August & September. Plan your visit here.",https://www.liverpoolbiennial2021.com/site/assets/files/1361/neo_muyanga-_a_maze_in_grace-_2021__installation_view_at_lush_building-_liverpool_biennial_2021__photography_rob_battersby-1.jpg,"Neo Muyanga, A Maze in Grace , 2021. Installation view at Lush Building, Liverpool Biennial 2021. Photography: Rob Battersby",A Maze in Grace ,www.liverpoolbiennial2021.com/artists/neo-muyanga,1361,datasets/liverpool_biennial_2021/original_images/images_part_2/A_Maze_in_Grace_.jpg
sohrab-hura,"Sohrab Hura presented a multi-media installation combining film, photography, print and text at The Lewis’s Building. Hura’s film The Lost Head and the Bird (2017) was shown alongside photography from his The Coast (2020) series with a corresponding audio-visual work and text. Hura’s hyperreal photography blurs the line between documentary and fiction, bringing into question whose truth is being told, who sets the narrative and for what purpose. Using the Indian coastline as a metaphor, his photographs veer from violent scenes to religious rituals to the absurdity in everyday life – the viewer is never sure what is staged and what is real in Hura’s world. His photographic work is set against an audio-visual installation centred around the sound of waves and visuals of bathers in the sea at night which reflect the intensity of his images and the moments of violent and spiritual release that they portray. Our full exhibition programme is now closed, but visitors can still enjoy art in person at FACT and Bluecoat until August & September. Plan your visit here.",https://www.liverpoolbiennial2021.com/site/assets/files/1325/sohrab_hura-_the_coast_series_-_2019__installation_view_at_lewiss_building-_liverpool_biennial_2021__photography_rob_batt.jpg,"Sohrab Hura, The Coast (series), 2019. Installation view at Lewis's Building, Liverpool Biennial 2021. Photography: Rob Battersby",The Coast,www.liverpoolbiennial2021.com/artists/sohrab-hura,1325,datasets/liverpool_biennial_2021/original_images/images_part_2/The_Coast.jpg
laura-huertas-millan,"Laura Huertas Millán presented her film Jíibie (2019) at Bluecoat. The film captures the culture of the coca leaf – a plant which is treated by some indigenous groups in the Americas as part of their kin, or their family network. The film offers a portrait of the surviving ritual of the green coca powder called Jíibie and the integral part it plays as an interlocutor in the ancestral kinship of the Muiná-Muruí community in the Colombian Amazon. The coca leaf is held as a sacred and feminine being, not as a person or product. The properties of enlightenment and spiritual cohesion are said to ‘sweeten the discourse’ and increase the articulation of difficult conversations. Challenging the Western conceptions of nature as something that is separate from human life, the film illustrates how coca forms a crucial part of ancient social practice with legislation as a desirable future; as opposed to the over-extracted Western notion of harvesting cocaine from the leaf and the threat of repressive policies and prohibition that brings to the people.Supported by Centre national des arts Plastiques (Soutien à une recherche/production artistique du Centre national des arts plastiques), PinchukArtCenter, Liverpool Biennial and Fluxus Art Projects.Our full exhibition programme is now closed, but visitors can still enjoy art in person at FACT and Bluecoat until August & September. Plan your visit here.",https://www.liverpoolbiennial2021.com/site/assets/files/1359/bluecoat-83.jpg," Laura Huertas Millán, Jíibie, 2019. Installation view at Bluecoat, Liverpool Biennial 2021. Photo: Ben Nuttall",Jiibie,www.liverpoolbiennial2021.com/artists/laura-huertas-millan,1359,datasets/liverpool_biennial_2021/original_images/images_part_2/Jiibie.jpg
linder,"Linder presented a series of photomontage works at Tate Liverpool and a new street-level billboard commission within Liverpool One. Drawing on feminist critiques around the commodification of the female body in society, Linder’s photomontage works challenge contemporary and historical depictions of women in the public eye by combining everyday images from domestic or fashion magazines with pornographic imagery and other archival materials. Linder’s new large-scale billboard commission forms part of her Bower of Bliss (2021) constellation that has its origins in a copy of Oz magazine, which she bought at the Bickershaw Festival in 1972. The centuries old phrase “Bower of Bliss” refers to the birthplace, the point of origin and safety. For the poet Edmund Spenser, the ""Bower of Bliss"" meant ""womb"". For Linder, the connotations link back to her experience of being carried in her mother's womb in Liverpool in 1954 and her billboard presents the “Bower of Bliss” as a safe, deeply pleasurable space, needed now more than ever.Visitors could interact with the mural by taking a photo or selfie to share via social media using #BlowerofBlissThe mural developed over festival dates, with text reading ""Bower of Bliss"" being added at a later stage. Linder's public work also featured as part of Liverpool Biennial's Live Weekend (19–20 June), with a series of dance performances taking place in front of the billboard. The activations comprised of an improvised routine by local dancers Lauren Fitzpatrick and Kirstin Halliday in response to music by composer and musician Maxwell Sterling – extending the key concepts and themes of Linder’s works. Costumes designed by Louise Gray.Bower of Bliss is commissioned by Liverpool Biennial with support from Liverpool ONE and The Estate of Fanchon Fröhlich.Our full exhibition programme is now closed, but visitors can still enjoy art in person at FACT and Bluecoat until August & September. Plan your visit here.",https://www.liverpoolbiennial2021.com/site/assets/files/1349/dscf1526-2.jpg,"Linder, Bower of Bliss, 2021. Installation view at Liverpool ONE, Liverpool Biennial 2021. Photography: Mark McNulty",Bower of Bliss,www.liverpoolbiennial2021.com/artists/linder,1349,datasets/liverpool_biennial_2021/original_images/images_part_2/Bower_of_Bliss.jpg
rashid-johnson,"Rashid Johnson presented a large-scale public sculpture titled Stacked Heads (2020) at Canning Dock Quayside. Johnson's sculpture is formed by two distinct head parts in the style of a totem – made from bronze and furnished with plants. The sculpture takes inspiration from his series Anxious Men (2015-ongoing), which evokes a sense of collective anxiety. Incorporating organic elements in his work, the plants which grow from within the sculpture – yucca and cacti – were selected for their endurance to harsh winds and saline water. The plants resilience and the placement of the work at a waterfront location negotiated Liverpool’s transatlantic histories while keeping prescient contemporary concerns at its core.Commissioned by Liverpool Biennial with support from Hauser & Wirth.Our full exhibition programme is now closed, but visitors can still enjoy art in person at FACT and Bluecoat until August & September. Plan your visit here.",https://www.liverpoolbiennial2021.com/site/assets/files/1336/dscf0170.jpg,"Rashid Johnson, Stacked Heads, 2020. Installation view at Canning Dock Quayside, Liverpool Biennial 2021. Photography: Mark McNulty",Stacked Heads,www.liverpoolbiennial2021.com/artists/rashid-johnson,1336,datasets/liverpool_biennial_2021/original_images/images_part_2/Stacked_Heads.jpg
jorgge-menna-barreto,"Jorgge Menna Barreto presented a version of his durational project Environmental Sculpture, culminating in a mural at Bluecoat and a publication. The publication, Enzyme #2: Life Systems (2021), anchors on Menna Barreto’s research-based practice focussing on how our environment is shaped by what we eat and how we live. Bluecoat’s external wall space on Blundell Lane provided the backdrop for mural, Mauvaise Alphabet (2021). Interested in reorienting our relationship with the natural environment, the mural entangles drawings of common weeds found in Liverpool, creating a community of plants which are mostly invisible and many times unwelcome – even though they play a vital role in the ecosystem. Both the publication and the mural were produced in collaboration with other artists and thinkers, including Liverpool John Moores University students and local mural artist, Anna Jane Houghton.The above image gallery documents drawings by Liverpool John Moores University students. Artist Anna Jane Houghton then studied and responded to these works, which influenced her design for the final mural presentation.Special thanks to:Enzyme #2Cos Ahmet, Abbie Bradshaw, Joélson Buggilla (designer and co-founder), Sarah Happersberger (co-editor), Newton Harrison, Linda Jane James, Bonnie SherkMauvaise AlphabetAnna Jane Houghton (mural artist), Sara Artibani, Emer Bolger, Darcie Chazen, Joy Clarke, Carys de Gruchy, Charlotte Donnelly-Dobson, Abbey Foy, Erin Lorimer, Helen Lydon, Emily Mincher, Karema Munassar, Caitlin Pengelly, Hera Perihar, Will Pollock, Claire Prescott, Francesca Robb, Erin Roddy, Niamh Rowlands, Amelia ScottCommissioned by Liverpool Biennial with support from the British Council and Catherine Petitgas.Our full exhibition programme is now closed, but visitors can still enjoy art in person at FACT and Bluecoat until August & September. Plan your visit here.",https://www.liverpoolbiennial2021.com/site/assets/files/1357/wueu7gaz.jpg,"Jorgge Menna Barreto, Mauvaise Alphabet , 2021. Installation view at Bluecoat, Blundell Lane. Photograph: Rob Battersby",Mauvaise Alphabet ,www.liverpoolbiennial2021.com/artists/jorgge-menna-barreto,1357,datasets/liverpool_biennial_2021/original_images/images_part_2/Mauvaise_Alphabet_.jpg
invernomuto-jim-c-nedd,"Invernomuto & Jim C. Nedd presented an immersive audio-visual installation titled GRITO – Las Brisas de Febrero (2021) at Liverpool Cotton Exchange Building. Based on music from the Northern region of Colombia, the work centres specifically on the village of Palenque which was the first free African town in the Americas, established in the 17th century by people escaping enslavement. Through exploring Colombian pico culture – where customised sound systems or ‘picos’ go head-to-head playing vintage AfroColombian records at street parties – the piece considers music as a form of knowledge, while tracing the history of picos as points of contact between West Africa and South America during the transatlantic slave trade.  Concerned with how our bodies register experience, the editing pattern of the film reflects patterns of hair braiding which were developed by slaves to transmit secret messages as tools of resistance. A layer of sound and history is added by two horn speakers that recite stories connected to the areas of both Palenque and Barranquilla.Commissioned by Liverpool Biennial, with support from the Italian Cultural Institute in London, Q-INTERNATIONAL, Fondazione La Quadriennale di Roma, Fondazione Pietro e Alberto Rossini and Pinksummer, Genova Our full exhibition programme is now closed, but visitors can still enjoy art in person at FACT and Bluecoat until August & September. Plan your visit here.",https://www.liverpoolbiennial2021.com/site/assets/files/1330/lb2021_289-1.jpg,"Invernomuto & Jim C. Nedd, GRITO – Las Brisas de Febrero , 2021. Installation view at Cotton Exchange Building, Liverpool Biennial 2021. Photography: Stuart Whipps",GRITO Las Brisas de Febrero,www.liverpoolbiennial2021.com/artists/invernomuto-jim-c-nedd,1330,datasets/liverpool_biennial_2021/original_images/images_part_2/GRITO_Las_Brisas_de_Febrero.jpg
nicholas-hlobo,"Nicholas Hlobo’s sculpture is another work that reflects on the politics of gender. Balindile I (2012) was created by assembling pieces of rubber gathered from repair garages around Johannesburg. Due to its association with cars, rubber has become a symbol of masculinity in South Africa. However, Hlobo combines it with materials such as ribbons, using techniques such as stitching and weaving that are traditionally perceived as female activities. As such, he challenges gender-based assumptions about the division of labour. ‘Balindile’ can be translated as ‘those in waiting’ from Hlobo’s native language Xhosa, a Nguni language widely spoken in South Africa. The sculptures suggest bodily references rising from the ground, but also feel unsupported, as if the soft material may wilt or dissolve.Our full exhibition programme is now closed, but visitors can still enjoy art in person at FACT and Bluecoat until August & September. Plan your visit here.",https://www.liverpoolbiennial2021.com/site/assets/files/1319/web_1080px_72dpi_lb2021_-_tate_liverpool_install_shots_2021_c_rob_battersby_23.jpg,"Nicholas Hlobo, Balindile I, 2012. Installation view at Tate Liverpool, Liverpool Biennial 2021. Photography: Rob Battersby",Balindile I,www.liverpoolbiennial2021.com/artists/nicholas-hlobo,1319,datasets/liverpool_biennial_2021/original_images/images_part_2/Balindile_I.jpg
erick-beltran,"Erick Beltrán presented Superposition (2021), a set of graphical drawings and corresponding sound pieces in taxi cabs around Liverpool, as well as at The Lewis's Building. Beltrán’s work revolves around his interpretation of forms and figures, which is informed by his research into the intersection between multiple paradigms – Cumbia music, proprioception, quantum physics, the primordial state, the psychopomp and collective psyche. Hinged on his deconstruction of Cumbia, Beltrán brings to the fore that there are multiple ways of being in the world beyond the conventional understanding of the individual. In this work, the existence is interpreted by the body through ripples and rhythm – pulling and drawing people in as though they are possessed. Once the unit is overflowed with a multi-layered presence, it transforms into a state that is visually a kin to a kaleidoscopic pattern. Different types of ontological frameworks and velocities are central to this narrative, including our perception of frequency, harmonics, bodily knowledge and dream states.Commissioned by Liverpool Biennial. Supported by Patronato de Arte Contemporáneo, P.A.C., Embassy of Mexico in the United Kingdom and Com Cabs.Our full exhibition programme is now closed, but visitors can still enjoy art in person at FACT and Bluecoat until August & September. Plan your visit here.",https://www.liverpoolbiennial2021.com/site/assets/files/1211/web_1080px_72dpi_comcab_-_liverpool_biennial_2021_press_release_c_rob_battersby.jpg,"Erick Beltrán, Superposition, 2021. Installation view in ComCab Taxi, Liverpool Biennial 2021. Photography: Rob Battersby",Superposition,www.liverpoolbiennial2021.com/artists/erick-beltran,1211,datasets/liverpool_biennial_2021/original_images/images_part_1/Superposition.jpg
ayesha-hameed,"Ayesha Hameed presented I sing of the sea, I am mermaid of the trees (2021), a newly commissioned multichannel audio and textile installation at Lush Building. Hameed’s installation follows the laying down of the first undersea telegraphic cable between India and Britain in the second half of the nineteenth century, that was precipitated by the six week delay for Britain to get news of the outbreak of the Revolt of 1857.Her installation moves this history underwater, taking us to battles against the forces of the seafloor, through the fragile nervousness of cable signals, and to the forests in Sarawak from where gutta percha was extracted by indigenous peoples to insulate the thousands of miles of undersea cables. I sing of the sea (2021) considers how communication can act as a kind of violence, transmitted across the seafloor, consolidating Britain’s imperial control over India. If Imperial Britain was the mother country and its colonies its offspring, then the undersea cable was a kind of pathological, strangulating umbilical cord. This is a subaquatic story of those offspring.Commissioned by Liverpool Biennial with support from Canada Council for the Arts and The High Commission of Canada in the United Kingdom. Sound design with Will Saunders.Our full exhibition programme is now closed, but visitors can still enjoy art in person at FACT and Bluecoat until August & September. Plan your visit here.",https://www.liverpoolbiennial2021.com/site/assets/files/1303/lush-5-1.jpg,"Ayesha Hameed, I sing of the sea, I am mermaid of the trees, 2021. Installation view at Lush Building, Liverpool Biennial 2021. Photography: Ben Nuttall","I sing of the sea, I am mermaid of the trees",www.liverpoolbiennial2021.com/artists/ayesha-hameed,1303,"datasets/liverpool_biennial_2021/original_images/images_part_1/I_sing_of_the_sea,_I_am_mermaid_of_the_trees.jpg"
luisa-ungar,"Luisa Ungar presented a newly commissioned relational performance. A Regurgitation is a Song is a Spell (Consultations to recreate the colonial disease) (2021), offered members of the public a personal experience to engage directly with experts in clairvoyance through a series of weekly phone calls available by demand. Following the caller's inquiries, each conversation offered constellations that connect to Liverpool’s colonial history as a contact point for global trade, through the interpretation of various types of specific material located in the city. Based on reports of contagion, hygienisation and witch-hunting, the commission was inspired by official records, rumor and historical gossip. Ungar experiments with the conversational format as a way of reclaiming certain practices disqualified or marginalized by the modern-capitalist world, revising forms of deprivation of women's voices in connection to local history.Commissioned by Liverpool Biennial. With support from the Estate of Fanchon Fröhlich.Our full exhibition programme is now closed, but visitors can still enjoy art in person at FACT and Bluecoat until August & September. Plan your visit here.",https://www.liverpoolbiennial2021.com/site/assets/files/1271/luisa_ungar-1.jpg,"Human ear complaining to Nature from the Spiegel der Weisheit manuscript (Salzburg, 1430). British Library. BL, Egerton 1121, f. 38r. Courtesy the artist",Human ear complaining to Nature from the Spiegel der Weisheit manuscript,www.liverpoolbiennial2021.com/artists/luisa-ungar,1271,datasets/liverpool_biennial_2021/original_images/images_part_1/Human_ear_complaining_to_Nature_from_the_Spiegel_der_Weisheit_manuscript.jpg
roland-persson,"Roland Persson presented a diptych drawing and a sculptural installation at Bluecoat. Toying with the classical notion of still life within art history, Persson creates sculptures which raise questions about how society conceives and represents nature. Taking the form of an assemblage of plants, Persson’s hyper-real silicone work Mouth of Medusa (2018) is cast from moulds made from natural objects. The silicone pieces retain the original colours of the plants they were cast from due to the porosity of the materials used – confusing the boundaries between what is natural and what is artificial. The sculpture was presented alongside Persson’s diptych drawing Desire (Of a thoughtful kind) (2018) which resembles a botanical illustration of a leaf or a part of a cactus. Emulating and documenting nature using artificial materials, Persson’s assemblage of works consider society’s charged ideasand expectations for nature.Supported by Embassy of Sweden.Our full exhibition programme is now closed, but visitors can still enjoy art in person at FACT and Bluecoat until August & September. Plan your visit here.",https://www.liverpoolbiennial2021.com/site/assets/files/1204/lb2021_362.jpg,"Roland Persson at Bluecoat, Liverpool Biennial 2021. Installation view. Documented: Mouth of Medusa, 2018. Desire (Of a thoughtful kind), 2018. Photography: Stuart Whipps",Mouth of Medusa,www.liverpoolbiennial2021.com/artists/roland-persson,1204,datasets/liverpool_biennial_2021/original_images/images_part_1/Mouth_of_Medusa.jpg
b.o.s.s,"Black Obsidian Sound System present a newly commissioned audio-visual installation at FACT Liverpool. An immersive environment, combining film, light, a sound score and sculpture, the work is an extension of a new short film project A Collective Hum (2019) by B.O.S.S, commissioned by LUX. Weaving together archival images, the installation reflects the ways in which marginalised groups have developed methods of coming together against a background of repression and discrimination in the UK – positioning sound culture as spaces of collective strength and encounter where kinship is found and reciprocated. Grounded in their interest in sound systems, Black Obsidian Sound System consider the speaker as a totem for creating a sacred space, where one can be moved and experience collective pleasure and healing.Commissioned by Liverpool Biennial with support from The Ampersand Foundation.Our full exhibition programme is now closed, but visitors can still enjoy art in person at FACT and Bluecoat until August & September. Plan your visit here.",https://www.liverpoolbiennial2021.com/site/assets/files/1111/black_obsidian_sound_system_b_o_s_s_-_the_only_good_system_is_a_soundsystem-_2021__installation_view_at_fact-_liverpool_bie.jpg,"Black Obsidian Sound System (B.O.S.S), The Only Good System Is a Soundsystem, 2021. Installation view at FACT, Liverpool Biennial 2021. Photography: Rob Battersby",The Only Good System Is a Soundsystem,www.liverpoolbiennial2021.com/artists/b.o.s.s,1111,datasets/liverpool_biennial_2021/original_images/images_part_1/The_Only_Good_System_Is_a_Soundsystem.jpg
lamin-fofana,"Lamin Fofana presented an audio-visual installation at The Lewis’s Building titled Life and Death by Water (2021). His large-scale multisensory sound installation takes inspiration from W.E.B. Du Bois’s Darkwater: Voices from Within the Veil and M. NourbeSe Philip’s Zong! Du Bois’s Darkwater presents an alternate mapping of the interconnected global system of racial capitalism, while Philip’s staggering book-length poem recounts the legal proceedings which took place after the Zong massacre in 1781 – when the captain of the eponymous slave ship ordered 150 enslaved Africans to be murdered by drowning so that the ship’s owners could collect insurance money. The ship was owned by Liverpool merchants, whose crew acted to protect their interests. Through an immersive installation, Fofana uncovers this overlooked history, the horrors of the middle passage and the realities of racial capitalism.Commissioned by Liverpool Biennial.Our full exhibition programme is now closed, but visitors can still enjoy art in person at FACT and Bluecoat until August & September. Plan your visit here.",https://www.liverpoolbiennial2021.com/site/assets/files/1215/l1030682.jpg,"Lamin Fofana, Life and Death by Water, 2021. Installation view at Lewis's Building, Liverpool Biennial 2021. Photography: Mark McNulty",Life and Death by Water,www.liverpoolbiennial2021.com/artists/lamin-fofana,1215,datasets/liverpool_biennial_2021/original_images/images_part_1/Life_and_Death_by_Water.jpg
yael-davids,"Yael Davids presented her work Wingspan of the captive (2021) at Liverpool Central Library. David’s project responded to The Birds of America – a rare nineteenth century book containing illustrations by American naturalist and painter John James Audubon. Davids considers the anatomy, behaviour, and movements of these birds – exploring what it means to migrate, to study and be studied.This research has compelled Davids to reflect on modes and categories of togetherness. Such kinships transcend fixed, physical geographies, establishing points of connection across generations and diverse cultural backgrounds.Davids engaged with a local kinship group, introducing them to the Feldenkrais Method in weekly sessions; Slow sequential patterns of movement that cultivate awareness – excavating bodily knowledge – an archaeological performance and practice of care directed towards oneself. These sessions embodied the birds trapped in the pages of The Birds of America. This work was presented in collaboration with Andre van bergen, Hanna Dawn Henderson and Lotte Lara Schroder.Commissioned by Liverpool Biennial with support from Mondriaan Fund and Embassy of the Kingdom of the Netherlands.Our full exhibition programme is now closed, but visitors can still enjoy art in person at FACT and Bluecoat until August & September. Plan your visit here.",https://www.liverpoolbiennial2021.com/site/assets/files/1114/lb2021_307.jpg,"Yael Davids, Wingspan of the captive, 2021. Installation view at Liverpool Central Library, Liverpool Biennial 2021. Photography: Stuart Whipps",Wingspan of the captive,www.liverpoolbiennial2021.com/artists/yael-davids,1114,datasets/liverpool_biennial_2021/original_images/images_part_1/Wingspan_of_the_captive.jpg
larry-achiampong,"Larry Achiampong presented a series of eight different Pan African flags, exhibited across ten locations, on buildings and streets throughout Liverpool city centre. With some designs featuring 54 stars that represent the 54 countries of Africa, the flags evoke solidarity and collective empathy – while some of the locations speak to Liverpool’s connection with the enslavement of West Africans as part of the transatlantic slave trade. The colours of the flags reflect Pan African symbolism: green, black and red represent Africa’s land, people and the struggles the continent has endured respectively, while yellow-gold represents a new dawn and prosperity. Achiampong has configured these colours into icons that are suggestive of community, motion and the human figure in ascension.For Liverpool Biennial 2021, four of the artist’s flags from his original series were shown - Ascension, Community, Motion and Squadron - as well as four new flag designs that generate new symbolic constitutions;What I hear I Keep – related to the act of sending and receiving messages that resonate.Dualities – related to the connection between those born within the African continent and those of the African Diaspora.Bringers of Life – related to the eternal reverence of the elements that bring and fortify life.Mothership – in praise, honour and respect of the centre of community; Black Womxn.Supported by The African Arts Trust. 'What I Hear I Keep' was commissioned by De La Warr Pavilion.Our full exhibition programme is now closed, but visitors can still enjoy art in person at FACT and Bluecoat until August & September. Plan your visit here.",https://www.liverpoolbiennial2021.com/site/assets/files/1108/3_pan_african_flag_for_the_relic_travellers_alliance_2021_by_larry_achiampong_at_the_cunard_building__photograph_by_mar.jpg,"Larry Achiampong, Pan African Flag for the Relic Travellers' Alliance, 2021. Installation view at the Cunard Building. Photograph: Mark McNulty",Pan African Flag for the Relic Travellers' Alliance,www.liverpoolbiennial2021.com/artists/larry-achiampong,1108,datasets/liverpool_biennial_2021/original_images/images_part_1/Pan_African_Flag_for_the_Relic_Travellers'_Alliance.jpg
ane-graff,"Ane Graff presented a series of sculptures at The Lewis’s Building. The Goblets (Chronic Fatigue, Brain Fog, Depression, Memory Loss, and Generalised Anxiety Disorder) (2021) are based on her research into the environmental risk factors that influence mental states. Examining the social economic and physical environments shaping mental distress, Graff explores situations and historical events that have created the epigenetic changes. Each goblet is filled with materials (“pollutants”) found in our everyday lives that arelinked to the disease, including food, medications, cosmetics and road dust. The Gut-Brain Axis (2020) and The Cardiovascular System (2020) consist of smaller sculptures on top of “drooping” granite tables. Inspired by feminist new materialist thinkers, Graff considers materiality to be relational and process-oriented, characterised by permeability, entanglements and relations, rather than reduced to a single identity. Positioning the body as a meeting place contained within a larger system, Graff’s sculptures are bodies in themselves, where entangled narratives and materials meet, both conceptually and materially.Supported by Office for Contemporary Art Norway and Royal Norwegian Embassy in London.Our full exhibition programme is now closed, but visitors can still enjoy art in person at FACT and Bluecoat until August & September. Plan your visit here.",https://www.liverpoolbiennial2021.com/site/assets/files/1220/lb2021_159.jpg,"Ane Graff, The Goblets (series), 2021. Installation view at Lewis's Building, Liverpool Biennial 2021. Photography: Stuart Whipps",The Goblets,www.liverpoolbiennial2021.com/artists/ane-graff,1220,datasets/liverpool_biennial_2021/original_images/images_part_1/The_Goblets.jpg
dr-lakra,"Dr. Lakra created a series of drawings for the visual identity of Liverpool Biennial 2021. Lakra is well known for his drawing practice, inspired by the history of tattooing – a practice across the globe since Neolithic times re-introduced to the Western modern world after an increase in popularity amongst British and American sailors in 1700s. His images transform and translate the conceptual ideas and entry points of the Biennial, combining body parts and Liverpudlian landscapes.Commissioned by Liverpool Biennial. This commission is supported by the British Council, Patronato de Arte Contemporáneo, A.C., and Embassy of Mexico in the United Kingdom.Our full exhibition programme is now closed, but visitors can still enjoy art in person at FACT and Bluecoat until August & September. Plan your visit here.",https://www.liverpoolbiennial2021.com/site/assets/files/1118/dr_lakra_-_stomach.jpg,Artwork by Dr. Lakra. Design by Sara De Bondt and Mark El-khatib,Untitled,www.liverpoolbiennial2021.com/artists/dr-lakra,1118,datasets/liverpool_biennial_2021/original_images/images_part_1/Untitled.jpg
jade-fadojutimi,"Jadé Fadojutimi presents a series of large-scale paintings at Bluecoat. Using oils and oil sticks on canvas, the artist captures scenes of the familiar and the unfamiliar. Depicting complex emotional landscapes, the paintings reflect her self-image, thought process and the environments she works within. For Fadojutimi, the stretched canvas provides a physical space onto which the material of the paint itself has the power to assume a vast range of identities, reflecting the fluidity and multiplicity of the human experience. Contemplating on the notions of identity, Fadojutimi moves between abstraction and figuration in her attempt to recognise a sense of place in uncertain worlds.Courtesy of the artist, Pippy Houldsworth Gallery, London and Galerie Gisela Capitain, Cologne. Our full exhibition programme is now closed, but visitors can still enjoy art in person at FACT and Bluecoat until August & September. Plan your visit here.",https://www.liverpoolbiennial2021.com/site/assets/files/1119/lb2021_346.jpg,"Jadé Fadojutimi at Bluecoat, Liverpool Biennial 2021. Installation view. Documented: Even an awkward smile can sprout beyond the sun, 2021. The Luna(tic) Effect, 2020. Photography: Stuart Whipps",Even an awkward smile can sprout beyond the sun,www.liverpoolbiennial2021.com/artists/jade-fadojutimi,1119,datasets/liverpool_biennial_2021/original_images/images_part_1/Even_an_awkward_smile_can_sprout_beyond_the_sun.jpg
david-zink-yi,"David Zink Yi presented the two-channel video installation Horror Vacui (2009) at Dr Martin Luther King Jr. building. The work operates as an extended picture without a beginning nor an end. The film centers around De Adentro y Afuera, a Latin band founded by Zink Yi and Cuban musicians, and combines footage of their rehearsals with images of ceremonial rituals rooted in Afro-Cuban culture. The emphasis is on the role of the rituals in the production of the music and vice versa. The ceremonies documented in the film, known as Cajon, Tambor Batá and Wiro, relate to the African diasporic religions Palo Congo and Santería and the religion of the the Yoruba people – whose spirituality and culture originates in Nigeria, Benin and in the Congo Basin and lies at the root of different religious traditions in the Americas today due to the African Diaspora. In Zink Yi’s work, the band rehearsals and music filled with religious rituals are equally positioned as spaces where collective and individual identities can develop outside of oppressive power structures – as alternatives to relationships built on extraction and inferiority.Amidst the vast web of collaboration and dependency, which links the protagonists of both social universes, Horror Vacui permits the spectator to become a channel, unifying fragments and intervals, immersing us in the colourful and seductive universe of Afro-Cuban music, whilst paying homage to the endless performative power of all the participants.Supported by Institut für Auslandsbeziehungen.Our full exhibition programme is now closed, but visitors can still enjoy art in person at FACT and Bluecoat until August & September. Plan your visit here.",https://www.liverpoolbiennial2021.com/site/assets/files/1136/david_zink_yi-_horror_vacui_film_still_-_2009_4__jpg-1.jpg," David Zink Yi, Horror Vacui, 2009. Installation view at Dr Martin Luther King Jr Building, Liverpool Biennial 2021. Photography: Rob Battersby",Horror Vacui,www.liverpoolbiennial2021.com/artists/david-zink-yi,1136,datasets/liverpool_biennial_2021/original_images/images_part_1/Horror_Vacui.jpg
jes-fan,"Jes Fan presented three new works at The Lewis’s Building titled Network (For Staying Low to the Ground) (2021), Network (For Survival) (2021) and Network (For Dispersal) (2021), as part of his series Networks (2020-ongoing). The sprawling new work takes the form of an entangled network of borosilicate tubing, punctuated with biomorphic forms. Fan’s sculptures are both a vessel and an interior body showing both the similarities and the differences between them. The sculpture is an incubator for black mould, which stands in for both a racialised fear of contamination, but also a sign of growth – a system of interspecies kinship. It describes a way of learning to care for what is not human.Supported by Empty Gallery, Canada Council for the Arts, Hong Kong Economic and Trade Office, London, and The High Commission of Canada in the United Kingdom. Courtesy of the Artist and Empty Gallery. Our full exhibition programme is now closed, but visitors can still enjoy art in person at FACT and Bluecoat until August & September. Plan your visit here.",https://www.liverpoolbiennial2021.com/site/assets/files/1116/lb2021_037.jpg,"Jes Fan, Networks (series), 2020–. Installation view at Lewis's Building, Liverpool Biennial 2021. Photography: Stuart Whipps",Networks,www.liverpoolbiennial2021.com/artists/jes-fan,1116,datasets/liverpool_biennial_2021/original_images/images_part_1/Networks.jpg
